Category,Run_ID,Sample_ID,Label,Score_Original,Score_OnlyRat,Kept_Rationales
alt.atheism,1,0,Normal,0.8363423347473145,0.8057682514190674,"['should', 'religious', 'are', 'rational', 'is', 'explain', 'isn', ""'"", '.', 'pops', 'alternative', '##ate', 'charley', 'metaphysical', 'it', 'caught', 'is', 'problems', 'mythical', '##sol', 'un', 'might', 'the', 'said', 've']"
alt.atheism,1,1,Normal,0.8465625643730164,0.7956861257553101,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,2,Normal,0.8406565189361572,0.8001821041107178,"['to', 'promises', 'be', 'can', '.', '##ef', 'made', 'everything', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,3,Normal,0.8509136438369751,0.8008931875228882,"['m', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,4,Normal,0.8408292531967163,0.8148258328437805,"['atheist', 'to', 'want', 'finland', 'finland', 'christianity', '.', 'be', '##eis', 'be', 'could', 'are', 'population', 'it', 'how', 'world', 'are', 'at', 'minority', 'population', 'of', 'cut', 'with', '90', 'people']"
alt.atheism,1,160,Anomaly,0.8419644832611084,0.8019700050354004,"[':', '##hip', 'happened', '##ider', 'car', 'can', 'is', 'law', 'contract', 'cooling', 'rec', 'to', ':', 'stupid', 'heard', 'law', '>', 'point', 'later', 'off', '>', 'me', 'three', 'agreeing', 'checking']"
alt.atheism,1,161,Anomaly,0.8498348593711853,0.7954002618789673,"['etc', 'serial', 'ie', 'sign', 'ram', 'ports', 'motorola', '##itte', '##etic', 'chip', 'extra', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,162,Anomaly,0.8416856527328491,0.8021440505981445,"['self', 'it', 'man', 'agree', 'post', 't', 'don', 'self', 'be', 'selfish', 'give', 'is', '.', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,163,Anomaly,0.8462728261947632,0.7993265390396118,"['mickey', 'came', ""'"", 'setup', 't', 'stacks', 't', 'off', '##m', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,164,Anomaly,0.8431241512298584,0.7952457666397095,"['whale', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,0,Normal,0.6065443754196167,0.5814999938011169,"['}', 'for', '>', 'religious', 'several', '}', 'rational', 'the', '}', 'no', '##ity', 'are', '##ity', 'but', 'periodically', 'think', '}', '}', '}', 'reluctance', 'alternative', 'caught', ""'"", 'problems', 'pops']"
alt.atheism,2,1,Normal,0.6103267669677734,0.575495719909668,"['[CLS]', 'i', 'god', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,2,Normal,0.6089894771575928,0.5783752202987671,"['broken', 'promises', 'be', '.', 'than', 'been', '.', '.', 'made', 'would', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,3,Normal,0.611283004283905,0.5777721405029297,"['[CLS]', 'i', '.', 'verb', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,4,Normal,0.6111533045768738,0.5868344306945801,"['to', 'atheist', 'believe', '.', 've', 'wonder', 'cut', 'majority', ':', 'ap', 'finland', 'ties', '##ulate', 'finland', 'been', '%', '##ath', 'religious', 'than', 'minority', 'minority', 'then', '.', 'church', 'is']"
alt.atheism,2,160,Anomaly,0.6376548409461975,0.5939017534255981,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,161,Anomaly,0.6028823852539062,0.5835264921188354,"['has', 'elections', 'lasted', 'stopped', 'decision', 'racism', 'agree', 'controlling', 'lasted', 'free', 'zion', 'leaves', 'and', 'holds', 'for', 'fails', '##ulous', 'to', 'lebanon', 'expect', 'also', 'to', 'un', 'for', '.']"
alt.atheism,2,162,Anomaly,0.6111146211624146,0.582959771156311,"['fan', 'came', 'avery', 'dale', '##h', '##u', '|', '|', 'baseball', 't', 'stephenson', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,163,Anomaly,0.6114124655723572,0.5820398926734924,"['perhaps', 'webber', 'after', '.', 'call', 'left', 'take', 'had', 'sox', 'choke', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,164,Anomaly,0.613379955291748,0.5834003686904907,"['##wl', 'for', '.', 'sale', '##ett', 'internally', '300', 'fraction', 'cost', 'o', 'he', '.', 'for', 'prints', '*', 'of', '##r', 'and', 'is', 'laser', 'software', '##ital', 'low', 'packaging', 'truly']"
alt.atheism,3,0,Normal,0.8068766593933105,0.8116689920425415,"[""'"", ""'"", 've', ""'"", 've', 'are', 'should', ""'"", 's', '##sol', 'years', '.', 'is', '.', 'isn', 'his', '.', 'several', 'is', 'mythical', '##ate', 'alternative', 'charley', 'on', 'said']"
alt.atheism,3,1,Normal,0.798420786857605,0.8029100894927979,"['.', 'what', '""', 'ask', ""'"", '?', 'mention', 'in', 'any', 'swear', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,2,Normal,0.7996450662612915,0.7802393436431885,"['[SEP]', '.', '.', 'chi', 'ha', '##vn', 'made', 'everything', 'would', 'reason', 'than', 'if', 'been', 'you', 'system', 'can', 'like', 'promises', 't', 'have', 'have', '.', '[CLS]', 'broken', 'to']"
alt.atheism,3,3,Normal,0.8028026819229126,0.7829370498657227,"[""'"", 'm', '.', 'i', 'in', 'complaining', 'verb', 'word', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,4,Normal,0.7983919382095337,0.8097639083862305,"['.', '.', '.', 'finland', '-', '##s', 'to', 'in', 've', 'finland', 'wonder', '##ulate', 'cut', 'it', 'of', 'i', 'been', 'thinking', 'christianity', 'the', 'on', 'religious', 'many', 'to', 'members']"
alt.atheism,3,160,Anomaly,0.8021718263626099,0.8056593537330627,"['.', 'sound', 'off', 'not', 'during', 'losing', 'accounts', 'begin', 'blows', ',', 'followed', 'ign', 'for', 'cracked', ',', 'which', 'continue', '##ent', 'turn', 'neck', 'of', 'cause', 'sounds', 'an', '[PAD]']"
alt.atheism,3,161,Anomaly,0.8002777099609375,0.8058775067329407,"['.', 'i', '.', 'rich', 'cm', 'leather', 'leather', 'adapt', 'and', '##v', 'battery', 'have', 'looking', 'are', 'following', 'i', 'bp', 'battery', '##om', ':', 'hs', 'is', 'has', 'visible', '##er']"
alt.atheism,3,162,Anomaly,0.8049649000167847,0.8058025240898132,"['use', 'ease', 'addison', '.', 'are', 'efficiency', 'heading', 'crypt', 'and', '""', '.', 'of', ',', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,163,Anomaly,0.8004245758056641,0.8116427659988403,"['.', 'post', '.', 'american', '.', 'who', 'african', 'effectively', 'placed', 'holds', 'african', 'know', 'the', 'jesus', 'has', '&', 'been', '##led', 'have', 'grace', 'hearts', 'on', ',', 'has', 'used']"
alt.atheism,3,164,Anomaly,0.8057713508605957,0.8037979602813721,"['in', '.', 'nothing', '##ual', '##is', 'produces', 'quote', 'known', ':', 'restaurant', 'arterial', 'food', '1632', 'uses', 'chinese', 'end', '""', '##ed', '.', 'cr', '##s', '.', '""', 'bach', '##lu']"
alt.atheism,4,0,Normal,0.7861520051956177,0.7800223231315613,"['periodically', 'no', 'several', 'alternative', 'point', '}', '##ity', 'no', '>', 'alternative', '>', '}', 'metaphysical', '>', 'pops', 'mythical', 'months', '}', 'reluctance', 'there', 'think', 'few', '}', 'rational', 'hot']"
alt.atheism,4,1,Normal,0.7870389223098755,0.7723628878593445,"['what', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,2,Normal,0.7880858182907104,0.768344521522522,"['be', 'made', '""', 'can', '##ef', 'been', 'have', 'would', 'than', 'promises', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,3,Normal,0.7823805809020996,0.7746312618255615,"['verb', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,4,Normal,0.7872039675712585,0.7798006534576416,"['to', 'atheist', 'wonder', 'many', 'seem', 'church', 'members', 'group', 'how', 'surprising', 'with', 'out', 'of', 'atheist', 'then', 'god', 'be', 'population', 'ties', '%', 'finland', 'ap', 'people', 'least', 'case']"
alt.atheism,4,160,Anomaly,0.7926487922668457,0.7803411483764648,"['thanks', 'best', 'mc', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,161,Anomaly,0.7845121622085571,0.7751547694206238,"['then', 'phenomena', 'phenomena', '1', 'debate', 'data', 'phenomena', 'date', 'else', 'boil', 'someone', 'means', 'smooth', '3', 't', 'they', '##s', 'seem', 'all', 'have', 'we', '##phy', 'our', 'random', 'smooth']"
alt.atheism,4,162,Anomaly,0.7936201691627502,0.7784775495529175,"['?', '?', '""', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,163,Anomaly,0.7902841567993164,0.7803876399993896,"['it', 'downwards', 'furthermore', 'charge', 'battery', 'discharge', 'freeze', 'problem', 'as', 'are', 'garage', 'others', 'self', 'discharge', 'fact', 'you', 'as', 'ballast', 'as', 'actual', 'store', 'it', 'heated', 'types', 'years']"
alt.atheism,4,164,Anomaly,0.7886068224906921,0.7859156727790833,"['3rd', '##nostic', 'him', 'paul', 'for', 'incarnation', 'overshadowed', 'al', 'post', 'discussions', 'christ', 'god', 'thousands', 'group', 'list', 'discontent', 'as', 'theological', 'i', 'lies', 'anger', 'et', 'don', 'away', 'atheist']"
comp.graphics,0,0,Normal,0.5188242197036743,0.5200276970863342,"['graphics', '[CLS]', 'will', '2', 'order', 'draw', 'version', 'do', 'bureau', 'you', 'it', 'have', ';', '-', 'alternative', 'if', '-', '-', 'is', '-', 'upgrade', '-', '-', '-', '-']"
comp.graphics,0,1,Normal,0.5224599838256836,0.5151335000991821,"['_', ""'"", ""'"", 'series', '##ter', 'i', ',', 'sun', '[CLS]', 'thank', 'is', 'hi', 'do', 'software', 'formats', 'you', 'well', 'conversion', 'i', 'images', 've', 'them', '_', '+', 'i']"
comp.graphics,0,2,Normal,0.5240293741226196,0.5155363082885742,"[')', ',', ""'"", '[CLS]', 'you', '##tv', 'systems', 'is', 'far', 'reason', 'my', 'higher', 'calculations', 'frame', 'must', 'should', 'moving', '24', 'that', 'actually', 'need', 'resolution', ',', 'at', 'picture']"
comp.graphics,0,3,Normal,0.52057945728302,0.5101907253265381,"['time', '[CLS]', '##p', 'graphics', 'graphics', 'however', 'wants', 'algorithms', 'graphics', 'see', 'graphics', 'spend', 'algorithms', 'it', 'this', 'graphics', 'graphics', 'would', 'i', 'more', 'seems', 'sounds', 'everyone', 'com', 'algorithms']"
comp.graphics,0,4,Normal,0.5258193612098694,0.5114134550094604,"['map', 'states', '[CLS]', 'provinces', 'map', 'in', 'showing', 'core', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,0,195,Anomaly,0.515188455581665,0.5256562829017639,"['104', '[CLS]', '#', '25', 'frame', 'description', 'e', 'db', 'pin', '9', 'name', '-', '-', '-', '-', '-', '-', '-', '##e', 'dc', '-', '-', '-', '-', '>']"
comp.graphics,0,196,Anomaly,0.5222874879837036,0.500171422958374,"['it', '[CLS]', 'saw', 'us', 'has', 'cnn', 'from', 'me', 'phone', 'ship', 'ruling', 'called', 'told', 'this', 'wat', ',', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,0,197,Anomaly,0.5258055925369263,0.5042905211448669,"['please', '[CLS]', 'environment', ""'"", 'jerry', 'i', 'ideas', 'all', '.', ',', 'hi', 'would', 'thanks', '(', 'info', 'for', 'copy', 'i', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,0,198,Anomaly,0.5238563418388367,0.5126196146011353,"['[CLS]', 'have', 'graphics', 'we', 'purchased', 'suns', 'we', 'program', 'we', 'recently', 'start', 'seems', 'i', '##ter', 'x', 'all', 'it', 'graphics', 'take', '##mina', ""'"", 'it', ""'"", 'time', 'wrote']"
comp.graphics,0,199,Anomaly,0.5267723798751831,0.5019218921661377,"['[CLS]', 'add', 'logic', 'you', 'you', '512', 'already', 'machines', '512', 'sim', 'mb', 'the', '##am', '##am', 'will', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,0,Normal,0.6782628297805786,0.6605343818664551,"['bureau', 'different', 'posts', 'upgrade', 'draw', '.', '##cript', 'technical', 'perhaps', '-', '-', '-', '-', '-', 'chris', '-', '-', '##y', 'lille', '-', '-', 'version', '-', '-', '-']"
comp.graphics,1,1,Normal,0.679405927658081,0.653208315372467,"['_', 'series', 've', 'i', '.', 'images', ""'"", 'to', 'animation', 'software', 'and', ',', '.', 'gi', 'able', ')', 'to', 'these', 'that', 'others', 'them', 'conversion', 'of', ""'"", 'converted']"
comp.graphics,1,2,Normal,0.6868038177490234,0.6558612585067749,"[')', 'digital', 'number', 'resolution', 'm', 'some', ""'"", 'guessing', 'for', '18', '.', 'hd', '1100', 'calculations', 'frame', '##tv', '1600', '15', '##s', 's', ',', 'for', '3', 'that', 'you']"
comp.graphics,1,3,Normal,0.6846606731414795,0.6591256856918335,"['no', 'wonderful', '##p', 'one', '.', 'have', 'seems', '.', 'graphics', '.', '.', 'programmer', 'com', 'graphics', '.', 'architecture', 'would', 'hardware', '/', 'apps', '.', '.', 'they', ',', '.']"
comp.graphics,1,4,Normal,0.6830918192863464,0.6622583866119385,"['italy', 'draw', 'provinces', 'free', '/', 'map', '0', 'outline', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,195,Anomaly,0.6861605644226074,0.6500471234321594,"['.', '.', 'dos', 'better', 'nt', 'windows', 'much', 'certainly', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,196,Anomaly,0.6768306493759155,0.6518185138702393,"['45', 'tickets', 'playoffs', 'nonetheless', 'traditional', 'my', ',', 'but', 'different', '.', '.', 'tickets', 'game', ""'"", 'which', 'to', '.', '.', 'early', 'that', 'playoffs', 'or', 'to', 'value', 'at']"
comp.graphics,1,197,Anomaly,0.6872982978820801,0.658833384513855,"['mac', 'floppy', '44', 'ram', 'mouse', '500', '400', 'video', '00', '20', 'keyboard', '5', '2', '-', '-', 'card', '8', 'monitor', 'need', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,198,Anomaly,0.6792843341827393,0.6623146533966064,"['ki', 'and', '.', '""', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,199,Anomaly,0.6761504411697388,0.6567579507827759,"['[SEP]', 'this', '.', 'same', 'insisting', 'ames', '.', 'on', 'built', 'basic', 'english', 'don', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,0,Normal,0.5724430084228516,0.597865879535675,"['draw', 'core', '##l', '-', 'onwards', 'will', 'perhaps', '.', 'upgrade', '2', 'you', '-', 'order', '-', '-', '-', '-', '-', '-', 'if', 'lille', 'in', '-', '-', '-']"
comp.graphics,2,1,Normal,0.5829361081123352,0.6063284277915955,"['i', 'hi', ',', 'you', '_', '_', ""'"", 'gi', 'thank', 'of', 'onto', 'record', '_', '_', 'tape', '+', '_', '_', '+', '.', '_', '+', '+', '_', '+']"
comp.graphics,2,2,Normal,0.577228307723999,0.594025731086731,"['5', '(', ',', '##mb', '3', 'hd', 'for', 'actually', '(', 'of', 'digital', '1600', ',', '24', '##mb', '##x', '##16', 'hd', '##x', 'frame', 'm', 'guessing', 'fairly', '##11', ',']"
comp.graphics,2,3,Normal,0.5776787400245667,0.5959998369216919,"['algorithms', '##c', '.', 'wonderful', 'algorithms', 'mis', 'com', 'sounds', 'com', '##c', 'algorithms', '##p', 'com', '##p', '##p', 'graphics', 'graphics', 'com', '3d', 'com', 'software', '##p', 'hardware', 'graphics', 'graphics']"
comp.graphics,2,4,Normal,0.5767194032669067,0.5886300802230835,"['italy', 'map', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,195,Anomaly,0.5836919546127319,0.5915877819061279,"['40', '.', '.', 'obvious', 'meals', 'eat', '##lia', 'pal', 'of', 're', 'recommendations', 'meal', '##pit', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,196,Anomaly,0.574079155921936,0.5886567831039429,"['i', ""'"", 'don', 't', '.', 'i', 'explain', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,197,Anomaly,0.5793561935424805,0.5977393388748169,"['256', 'apple', '.', '##nc', 'compared', 'monitor', '##sy', 'monitors', 'apple', 'well', 'nec', 's', 'work', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,198,Anomaly,0.5798211097717285,0.5990948677062988,"['thousands', ':', 'output', '>', 'externally', 'input', '?', 'tens', 'me', 'at', 'keys', 'chip', 'at', 'size', 'thousands', 'we', 'to', 'about', 'then', ',', 'of', 'one', 'they', 'please', 'they']"
comp.graphics,2,199,Anomaly,0.5767071843147278,0.5915009379386902,"['mac', 'deluxe', 'hacker', '-', 'nad', 'se', '##th', 'tt', 'k', 'i', 'cheers', '@', '##a', 'h', 'w', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,3,0,Normal,0.9257673025131226,0.846245527267456,"['[SEP]', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
comp.graphics,3,1,Normal,0.9158169031143188,0.8498908281326294,"['_', '+', ""'"", '+', ',', '+', '+', '+', '+', '+', '+', '+', '+', '+', 'as', '+', 'thank', 'of', '+', '_', '+', 'tape', 'i', 'you', '+']"
comp.graphics,3,2,Normal,0.913066029548645,0.8518157601356506,"['picture', 'which', 'pixel', 'need', 'than', '##pressed', 'moving', '##mb', '##bit', 'more', 'at', 'or', '(', '1600', '-', 'you', '##11', 'than', '##16', 'that', 'some', 'actually', 'should', 'frame', 'bits']"
